"ARTIKELNR";"Haeufigkeit";"kum_anteil_SKU";"kum_anteil_OL";"ABC_Klasse_neu";"vorherige_ABC_Klasse";"Gini_Koeffizient"
R902013251;852;3.957900;54.482700;A;C;0.82996800
R909449607;852;3.965800;54.525600;A;C;0.82996800
R909439740;852;3.973700;54.568500;A;C;0.82996800
R909083822;852;3.981600;54.611400;A;C;0.82996800
R902273769;849;3.989500;54.654100;A;C;0.82996800
R909651665;849;3.997400;54.696800;A;C;0.82996800
R909921660;846;4.005300;54.739400;A;C;0.82996800
R902279935;846;4.013200;54.782000;A;C;0.82996800
R902107488;846;4.021100;54.824600;A;C;0.82996800
R901501559;846;4.029000;54.867200;A;C;0.82996800
R913005586;843;4.036900;54.909600;A;C;0.82996800
R902088157;840;4.044800;54.951900;A;C;0.82996800
R902601927;840;4.052700;54.994200;A;C;0.82996800
R909157343;837;4.060600;55.036300;A;C;0.82996800
R902013438;837;4.068500;55.078400;A;C;0.82996800
R913051687;837;4.076400;55.120500;A;C;0.82996800
R902021902;835;4.084300;55.162500;A;C;0.82996800
R902005492;834;4.092200;55.204500;A;C;0.82996800
R909651184;834;4.100100;55.246500;A;C;0.82996800
R902601649;831;4.108000;55.288300;A;C;0.82996800
R909083380;828;4.115900;55.330000;A;C;0.82996800
R909830726;824;4.123800;55.371500;A;C;0.82996800
R902603442;822;4.131700;55.412900;A;C;0.82996800
R902273957;819;4.139600;55.454100;A;C;0.82996800
R902010571;816;4.147500;55.495200;A;C;0.82996800
R902016301;810;4.155400;55.536000;A;C;0.82996800
R902010572;809;4.163300;55.576700;A;C;0.82996800
R902016302;807;4.171200;55.617300;A;C;0.82996800
R902279834;807;4.179100;55.657900;A;C;0.82996800
R909425870;804;4.187000;55.698400;A;C;0.82996800
R902161587;804;4.194900;55.738900;A;C;0.82996800
R902154169;802;4.202800;55.779300;A;C;0.82996800
R909921290;802;4.210700;55.819700;A;B;0.82996800
R902086450;801;4.218600;55.860000;A;C;0.82996800
R902013627;798;4.226500;55.900200;A;C;0.82996800
R913049007;795;4.234400;55.940200;A;C;0.82996800
R902240832;792;4.242300;55.980100;A;C;0.82996800
R902079125;790;4.250200;56.019900;A;X;0.82996800
R902117356;787;4.258100;56.059500;A;C;0.82996800
R902039743;786;4.266000;56.099100;A;B;0.82996800
R902087676;783;4.273900;56.138500;A;C;0.82996800
R902600983;780;4.281800;56.177800;A;C;0.82996800
R909651524;780;4.289700;56.217100;A;C;0.82996800
R902115384;777;4.297600;56.256200;A;C;0.82996800
R902025645;777;4.305500;56.295300;A;C;0.82996800
R902195232;774;4.313400;56.334300;A;C;0.82996800
R909830955;774;4.321300;56.373300;A;C;0.82996800
R909921262;774;4.329200;56.412300;A;B;0.82996800
R909830152;772;4.337100;56.451200;A;C;0.82996800
R909156309;771;4.345000;56.490000;A;C;0.82996800
R909921000;771;4.352900;56.528800;A;C;0.82996800
R902071730;768;4.360800;56.567500;A;C;0.82996800
R909078189;766;4.368700;56.606100;A;B;0.82996800
R902024999;765;4.376600;56.644600;A;C;0.82996800
R902295328;762;4.384500;56.683000;A;C;0.82996800
R902105529;762;4.392400;56.721400;A;A;0.82996800
R909651116;762;4.400300;56.759800;A;C;0.82996800
R902029541;762;4.408200;56.798200;A;C;0.82996800
R909083412;760;4.416100;56.836500;A;C;0.82996800
R902010628;760;4.424000;56.874800;A;A;0.82996800
R902066603;759;4.431900;56.913000;A;C;0.82996800
R902278003;759;4.439800;56.951200;A;C;0.82996800
R902127870;759;4.447700;56.989400;A;C;0.82996800
R909084462;759;4.455600;57.027600;A;C;0.82996800
R909449687;756;4.463500;57.065700;A;C;0.82996800
R909152146;753;4.471400;57.103600;A;C;0.82996800
R902601818;753;4.479300;57.141500;A;C;0.82996800
R909830741;753;4.487200;57.179400;A;C;0.82996800
R909074125;752;4.495100;57.217300;A;C;0.82996800
R902110177;750;4.503000;57.255100;A;C;0.82996800
R902603730;750;4.510900;57.292900;A;C;0.82996800
R913057293;747;4.518800;57.330500;A;C;0.82996800
R902025361;747;4.526700;57.368100;A;C;0.82996800
R909921893;747;4.534600;57.405700;A;C;0.82996800
R909435304;746;4.542500;57.443300;A;B;0.82996800
R902008558;746;4.550400;57.480900;A;A;0.82996800
R902066020;744;4.558300;57.518400;A;C;0.82996800
R902035509;744;4.566200;57.555900;A;C;0.82996800
R913057957;744;4.574100;57.593400;A;C;0.82996800
R902272275;741;4.582000;57.630700;A;C;0.82996800
R902210002;741;4.589900;57.668000;A;C;0.82996800
R909443007;741;4.597800;57.705300;A;C;0.82996800
R902020483;740;4.605700;57.742600;A;B;0.82996800
R902272286;735;4.613600;57.779600;A;C;0.82996800
R902192959;735;4.621500;57.816600;A;C;0.82996800
R913016373;735;4.629400;57.853600;A;C;0.82996800
R909650811;735;4.637300;57.890600;A;C;0.82996800
R909443163;735;4.645200;57.927600;A;C;0.82996800
R909921658;732;4.653100;57.964500;A;C;0.82996800
R902139567;732;4.661000;58.001400;A;C;0.82996800
R909443205;732;4.668900;58.038300;A;C;0.82996800
R902262330;732;4.676800;58.075200;A;C;0.82996800
R909449590;732;4.684700;58.112100;A;C;0.82996800
R902006264;732;4.692600;58.149000;A;C;0.82996800
R902278173;732;4.700500;58.185900;A;C;0.82996800
R902254835;729;4.708400;58.222600;A;C;0.82996800
R902460828;729;4.716300;58.259300;A;C;0.82996800
R909921522;729;4.724200;58.296000;A;C;0.82996800
R902283566;729;4.732100;58.332700;A;C;0.82996800
R911342831;726;4.740000;58.369200;A;C;0.82996800
R902041871;726;4.747900;58.405700;A;C;0.82996800
R909086324;726;4.755800;58.442200;A;C;0.82996800
R902030366;723;4.763700;58.478600;A;C;0.82996800
R902131310;718;4.771600;58.514700;A;A;0.82996800
R902272319;717;4.779500;58.550800;A;C;0.82996800
R902213233;716;4.787400;58.586800;A;C;0.82996800
R913058071;716;4.795300;58.622800;A;C;0.82996800
R902006499;714;4.803200;58.658700;A;C;0.82996800
R902283852;714;4.811100;58.694600;A;C;0.82996800
R902252491;711;4.819000;58.730400;A;C;0.82996800
R909153685;708;4.826900;58.766000;A;C;0.82996800
R902118818;708;4.834800;58.801600;A;C;0.82996800
R909651473;708;4.842700;58.837200;A;C;0.82996800
R902191259;708;4.850600;58.872800;A;C;0.82996800
R902136614;708;4.858500;58.908400;A;C;0.82996800
R909415314;708;4.866400;58.944000;A;C;0.82996800
R902127788;705;4.874300;58.979500;A;C;0.82996800
R909651163;705;4.882200;59.015000;A;C;0.82996800
R909449683;705;4.890100;59.050500;A;C;0.82996800
R902603577;699;4.898000;59.085700;A;C;0.82996800
R909650387;699;4.905900;59.120900;A;C;0.82996800
R902041910;698;4.913800;59.156000;A;A;0.82996800
R902136754;696;4.921700;59.191000;A;C;0.82996800
R902272900;696;4.929600;59.226000;A;C;0.82996800
R909921903;696;4.937500;59.261000;A;C;0.82996800
R909830326;693;4.945400;59.295900;A;C;0.82996800
R902603909;693;4.953300;59.330800;A;C;0.82996800
R902241504;690;4.961200;59.365500;A;C;0.82996800
R902226670;690;4.969100;59.400200;A;C;0.82996800
R902191125;690;4.977000;59.434900;A;C;0.82996800
R902272296;690;4.984900;59.469600;A;C;0.82996800
R902039791;689;4.992800;59.504300;A;C;0.82996800
R909156491;688;5.000700;59.538900;A;C;0.82996800
R913055715;687;5.008600;59.573500;A;C;0.82996800
R902230973;686;5.016500;59.608000;A;B;0.82996800
R902020375;684;5.024400;59.642400;A;A;0.82996800
R902272285;684;5.032300;59.676800;A;C;0.82996800
R909426176;684;5.040200;59.711200;A;C;0.82996800
R909831379;684;5.048100;59.745600;A;C;0.82996800
R902064146;684;5.056000;59.780000;A;X;0.82996800
R902205414;684;5.063900;59.814400;A;C;0.82996800
R909154609;681;5.071800;59.848700;A;C;0.82996800
R902273248;681;5.079700;59.883000;A;C;0.82996800
R902601794;678;5.087600;59.917100;A;C;0.82996800
R909831707;678;5.095500;59.951200;A;C;0.82996800
R909086636;678;5.103400;59.985300;A;C;0.82996800
R909449685;675;5.111300;60.019300;A;C;0.82996800
R902601819;675;5.119200;60.053300;A;C;0.82996800
R900012509;675;5.127100;60.087300;A;C;0.82996800
R909443559;674;5.135000;60.121200;A;B;0.82996800
R909444175;672;5.142900;60.155000;A;A;0.82996800
R909921603;672;5.150800;60.188800;A;C;0.82996800
R909087121;672;5.158700;60.222600;A;C;0.82996800
R902010110;669;5.166600;60.256300;A;C;0.82996800
R902600223;669;5.174500;60.290000;A;C;0.82996800
R902273109;669;5.182400;60.323700;A;C;0.82996800
R902025359;669;5.190300;60.357400;A;C;0.82996800
R902602007;666;5.198200;60.390900;A;C;0.82996800
R902188337;666;5.206100;60.424400;A;C;0.82996800
R902205499;666;5.214000;60.457900;A;C;0.82996800
R902272792;666;5.221900;60.491400;A;C;0.82996800
R902153456;666;5.229800;60.524900;A;C;0.82996800
R909085577;665;5.237700;60.558400;A;C;0.82996800
R902281129;663;5.245600;60.591800;A;C;0.82996800
R902133862;663;5.253500;60.625200;A;C;0.82996800
R902205452;663;5.261400;60.658600;A;C;0.82996800
R909444490;663;5.269300;60.692000;A;C;0.82996800
R902272293;662;5.277200;60.725300;A;C;0.82996800
R902008968;660;5.285100;60.758500;A;C;0.82996800
R909921726;660;5.293000;60.791700;A;C;0.82996800
R902195222;657;5.300900;60.824800;A;C;0.82996800
R909445857;657;5.308800;60.857900;A;C;0.82996800
R902460850;657;5.316700;60.891000;A;C;0.82996800
R902006115;657;5.324600;60.924100;A;C;0.82996800
R909651142;657;5.332500;60.957200;A;C;0.82996800
R909156495;654;5.340400;60.990100;A;C;0.82996800
R902240835;651;5.348300;61.022900;A;C;0.82996800
R902252428;651;5.356200;61.055700;A;C;0.82996800
R902261935;651;5.364100;61.088500;A;C;0.82996800
R917013478;650;5.372000;61.121200;A;C;0.82996800
R902191441;648;5.379900;61.153800;A;C;0.82996800
R902279936;648;5.387800;61.186400;A;C;0.82996800
R902603696;648;5.395700;61.219000;A;B;0.82996800
R902132713;648;5.403600;61.251600;A;C;0.82996800
R902096368;645;5.411500;61.284100;A;C;0.82996800
R902600836;645;5.419400;61.316600;A;C;0.82996800
R902602627;644;5.427300;61.349000;A;C;0.82996800
R902600192;642;5.435200;61.381300;A;C;0.82996800
R902046983;642;5.443100;61.413600;A;C;0.82996800
R909083249;640;5.451000;61.445800;A;C;0.82996800
R902157168;639;5.458900;61.478000;A;C;0.82996800
R902279833;636;5.466800;61.510000;A;C;0.82996800
R902151505;636;5.474700;61.542000;A;C;0.82996800
R909431554;635;5.482600;61.574000;A;C;0.82996800
R909083785;633;5.490500;61.605900;A;C;0.82996800
R909830978;633;5.498400;61.637800;A;C;0.82996800
R909084504;633;5.506300;61.669700;A;C;0.82996800
R902460829;630;5.514200;61.701400;A;C;0.82996800
R909157477;627;5.522100;61.733000;A;C;0.82996800
R902279089;624;5.530000;61.764400;A;C;0.82996800
R902601069;624;5.537900;61.795800;A;C;0.82996800
R902600270;624;5.545800;61.827200;A;C;0.82996800
R902273737;624;5.553700;61.858600;A;C;0.82996800
R902195233;624;5.561600;61.890000;A;C;0.82996800
R909921597;624;5.569500;61.921400;A;C;0.82996800
R902025808;621;5.577400;61.952700;A;C;0.82996800
R902205415;621;5.585300;61.984000;A;C;0.82996800
R909087188;620;5.593200;62.015200;A;C;0.82996800
R917000301;620;5.601100;62.046400;A;C;0.82996800
R902273702;618;5.609000;62.077500;A;C;0.82996800
R902080345;618;5.616900;62.108600;A;C;0.82996800
R902188088;618;5.624800;62.139700;A;C;0.82996800
R902127833;615;5.632700;62.170700;A;C;0.82996800
R909430651;615;5.640600;62.201700;A;C;0.82996800
R909154589;612;5.648500;62.232500;A;C;0.82996800
R902010796;612;5.656400;62.263300;A;X;0.82996800
R902285204;608;5.664300;62.293900;A;C;0.82996800
R902016028;606;5.672200;62.324400;A;C;0.82996800
R909425870;603;5.680100;62.354700;A;B;0.82996800
R902011417;603;5.688000;62.385000;A;C;0.82996800
R902603729;600;5.695900;62.415200;A;C;0.82996800
R902249003;600;5.703800;62.445400;A;C;0.82996800
R913054822;600;5.711700;62.475600;A;C;0.82996800
R909921706;600;5.719600;62.505800;A;C;0.82996800
R902213073;598;5.727500;62.535900;A;C;0.82996800
R902213223;597;5.735400;62.565900;A;C;0.82996800
R909410658;597;5.743300;62.595900;A;C;0.82996800
R909444908;597;5.751200;62.625900;A;C;0.82996800
R902099580;597;5.759100;62.655900;A;C;0.82996800
R902041869;597;5.767000;62.685900;A;C;0.82996800
R902210071;597;5.774900;62.715900;A;C;0.82996800
R902279092;594;5.782800;62.745800;A;C;0.82996800
R909445017;594;5.790700;62.775700;A;C;0.82996800
R909830286;594;5.798600;62.805600;A;C;0.82996800
R902025524;594;5.806500;62.835500;A;A;0.82996800
R902533908;594;5.814400;62.865400;A;C;0.82996800
R909440190;594;5.822300;62.895300;A;X;0.82996800
R909084461;594;5.830200;62.925200;A;C;0.82996800
R902601708;592;5.838100;62.955000;A;C;0.82996800
R909440397;592;5.846000;62.984800;A;A;0.82996800
R909651037;591;5.853900;63.014500;A;C;0.82996800
R909444990;591;5.861800;63.044200;A;C;0.82996800
R909425692;591;5.869700;63.073900;A;C;0.82996800
R909440442;588;5.877600;63.103500;A;B;0.82996800
R909086351;588;5.885500;63.133100;A;C;0.82996800
R909449984;588;5.893400;63.162700;A;C;0.82996800
R902033803;586;5.901300;63.192200;A;B;0.82996800
R909831661;584;5.909200;63.221600;A;C;0.82996800
R902007239;584;5.917100;63.251000;A;A;0.82996800
R909086333;582;5.925000;63.280300;A;C;0.82996800
R909156979;580;5.932900;63.309500;A;C;0.82996800
R909445217;579;5.940800;63.338600;A;C;0.82996800
R909650314;579;5.948700;63.367700;A;C;0.82996800
R902278002;579;5.956600;63.396800;A;C;0.82996800
R909086482;579;5.964500;63.425900;A;C;0.82996800
R909449866;576;5.972400;63.454900;A;B;0.82996800
R902122417;576;5.980300;63.483900;A;X;0.82996800
R902118163;574;5.988200;63.512800;A;A;0.82996800
R902044491;572;5.996100;63.541600;A;A;0.82996800
R909153330;570;6.004000;63.570300;A;C;0.82996800
R902049038;570;6.011900;63.599000;A;C;0.82996800
R909651512;567;6.019800;63.627500;A;C;0.82996800
R909449724;567;6.027700;63.656000;A;C;0.82996800
R902079375;566;6.035600;63.684500;A;B;0.82996800
R909415573;564;6.043500;63.712900;A;C;0.82996800
R909921935;564;6.051400;63.741300;A;C;0.82996800
R902252352;564;6.059300;63.769700;A;C;0.82996800
R909074125;564;6.067200;63.798100;A;A;0.82996800
R902602138;561;6.075100;63.826300;A;C;0.82996800
R902010106;561;6.083000;63.854500;A;C;0.82996800
R902603829;561;6.090900;63.882700;A;C;0.82996800
R930075194;561;6.098800;63.910900;A;C;0.82996800
R902066592;561;6.106700;63.939100;A;C;0.82996800
R902272295;561;6.114600;63.967300;A;C;0.82996800
R902016029;561;6.122500;63.995500;A;C;0.82996800
R909443853;558;6.130400;64.023600;A;A;0.82996800
R902086428;558;6.138300;64.051700;A;C;0.82996800
R902103500;556;6.146200;64.079700;A;X;0.82996800
R902273575;555;6.154100;64.107600;A;C;0.82996800
R902600643;555;6.162000;64.135500;A;C;0.82996800
R902037726;555;6.169900;64.163400;A;C;0.82996800
R909443672;555;6.177800;64.191300;A;C;0.82996800
R902016400;552;6.185700;64.219100;A;C;0.82996800
R902101481;552;6.193600;64.246900;A;C;0.82996800
R902249117;552;6.201500;64.274700;A;C;0.82996800
R902013166;552;6.209400;64.302500;A;C;0.82996800
R902292768;552;6.217300;64.330300;A;C;0.82996800
R902291210;550;6.225200;64.358000;A;C;0.82996800
R909449867;550;6.233100;64.385700;A;B;0.82996800
R902272374;550;6.241000;64.413400;A;C;0.82996800
R902460827;549;6.248900;64.441000;A;C;0.82996800
R909921365;549;6.256800;64.468600;A;C;0.82996800
R902118530;549;6.264700;64.496200;A;C;0.82996800
R902603429;549;6.272600;64.523800;A;C;0.82996800
R902040533;546;6.280500;64.551300;A;C;0.82996800
R902260660;544;6.288400;64.578700;A;C;0.82996800
R902260650;544;6.296300;64.606100;A;C;0.82996800
R902020312;544;6.304200;64.633500;A;C;0.82996800
R902278083;543;6.312100;64.660800;A;C;0.82996800
R902279600;542;6.320000;64.688100;A;C;0.82996800
R902025586;540;6.327900;64.715300;A;C;0.82996800
R909921832;538;6.335800;64.742400;A;B;0.82996800
R909921894;537;6.343700;64.769400;A;C;0.82996800
R902025526;535;6.351600;64.796300;A;C;0.82996800
R902095323;534;6.359500;64.823200;A;C;0.82996800
R909083363;534;6.367400;64.850100;A;C;0.82996800
R902094197;532;6.375300;64.876900;A;B;0.82996800
R902094197;532;6.383200;64.903700;A;C;0.82996800
R902029575;530;6.391100;64.930400;A;B;0.82996800
R900012474;530;6.399000;64.957100;A;C;0.82996800
R909432260;528;6.406900;64.983700;A;C;0.82996800
R902072551;528;6.414800;65.010300;A;C;0.82996800
R909086065;528;6.422700;65.036900;A;C;0.82996800
R902062446;528;6.430600;65.063500;A;C;0.82996800
R902000492;528;6.438500;65.090100;A;C;0.82996800
R909085479;528;6.446400;65.116700;A;C;0.82996800
R902077943;527;6.454300;65.143200;A;C;0.82996800
R902005075;525;6.462200;65.169600;A;C;0.82996800
R902600710;525;6.470100;65.196000;A;C;0.82996800
R902095446;525;6.478000;65.222400;A;C;0.82996800
R902086580;525;6.485900;65.248800;A;C;0.82996800
R902136804;525;6.493800;65.275200;A;C;0.82996800
R909430794;525;6.501700;65.301600;A;C;0.82996800
R902153458;525;6.509600;65.328000;A;C;0.82996800
R909430501;525;6.517500;65.354400;A;C;0.82996800
R902010622;523;6.525400;65.380700;A;C;0.82996800
R902089436;522;6.533300;65.407000;A;A;0.82996800
R902601028;522;6.541200;65.433300;A;C;0.82996800
R902041931;520;6.549100;65.459500;A;C;0.82996800
R902283598;519;6.557000;65.485600;A;C;0.82996800
R902600738;518;6.564900;65.511700;A;C;0.82996800
R902169413;518;6.572800;65.537800;A;B;0.82996800
R902603786;518;6.580700;65.563900;A;B;0.82996800
R902603190;516;6.588600;65.589900;A;C;0.82996800
R902063163;516;6.596500;65.615900;A;C;0.82996800
R902153097;514;6.604400;65.641800;A;A;0.82996800
R909449416;514;6.612300;65.667700;A;B;0.82996800
R902010094;513;6.620200;65.693500;A;C;0.82996800
R902182374;513;6.628100;65.719300;A;C;0.82996800
R909150176;513;6.636000;65.745100;A;C;0.82996800
R902279073;513;6.643900;65.770900;A;C;0.82996800
R909151260;510;6.651800;65.796600;A;C;0.82996800
R902195223;510;6.659700;65.822300;A;C;0.82996800
R902006257;510;6.667600;65.848000;A;C;0.82996800
R902258016;510;6.675500;65.873700;A;C;0.82996800
R902094214;507;6.683400;65.899200;A;C;0.82996800
R902195225;507;6.691300;65.924700;A;C;0.82996800
R902272181;507;6.699200;65.950200;A;C;0.82996800
R909435856;507;6.707100;65.975700;A;C;0.82996800
R902033027;504;6.715000;66.001100;A;C;0.82996800
R909449874;504;6.722900;66.026500;A;C;0.82996800
R902044376;504;6.730800;66.051900;A;B;0.82996800
R902049800;504;6.738700;66.077300;A;C;0.82996800
R902601823;504;6.746600;66.102700;A;C;0.82996800
R913054139;504;6.754500;66.128100;A;C;0.82996800
R902058965;504;6.762400;66.153500;A;C;0.82996800
R909445769;501;6.770300;66.178700;A;C;0.82996800
R902117357;501;6.778200;66.203900;A;C;0.82996800
R909083728;501;6.786100;66.229100;A;C;0.82996800
R902226713;501;6.794000;66.254300;A;C;0.82996800
R917013495;500;6.801900;66.279500;A;C;0.82996800
R909921500;499;6.809800;66.304600;A;C;0.82996800
R902603450;498;6.817700;66.329700;A;C;0.82996800
R902088159;498;6.825600;66.354800;A;C;0.82996800
R902221514;498;6.833500;66.379900;A;C;0.82996800
R909084162;498;6.841400;66.405000;A;C;0.82996800
R902152562;498;6.849300;66.430100;A;C;0.82996800
R902096389;498;6.857200;66.455200;A;C;0.82996800
R900012475;496;6.865100;66.480200;A;C;0.82996800
R902105998;495;6.873000;66.505100;A;C;0.82996800
R902222931;494;6.880900;66.530000;A;A;0.82996800
R909449195;494;6.888800;66.554900;A;B;0.82996800
R902110178;492;6.896700;66.579700;A;C;0.82996800
R902252425;492;6.904600;66.604500;A;C;0.82996800
R909084482;492;6.912500;66.629300;A;C;0.82996800
R909440191;492;6.920400;66.654100;A;X;0.82996800
R909085364;492;6.928300;66.678900;A;C;0.82996800
R902029484;492;6.936200;66.703700;A;B;0.82996800
R902029048;492;6.944100;66.728500;A;C;0.82996800
R902083766;489;6.952000;66.753100;A;C;0.82996800
R909154937;489;6.959900;66.777700;A;C;0.82996800
R913005585;489;6.967800;66.802300;A;C;0.82996800
R902080346;488;6.975700;66.826900;A;B;0.82996800
R902191303;487;6.983600;66.851400;A;C;0.82996800
R913037920;486;6.991500;66.875800;A;X;0.82996800
R909086380;486;6.999400;66.900200;A;C;0.82996800
R909157096;483;7.007300;66.924500;A;C;0.82996800
R909830084;483;7.015200;66.948800;A;C;0.82996800
R902277524;480;7.023100;66.972900;A;C;0.82996800
R902130301;480;7.031000;66.997000;A;X;0.82996800
R902554233;480;7.038900;67.021100;A;C;0.82996800
R902136805;477;7.046800;67.045100;A;C;0.82996800
R902118894;477;7.054700;67.069100;A;C;0.82996800
R902039583;477;7.062600;67.093100;A;C;0.82996800
R902279070;477;7.070500;67.117100;A;C;0.82996800
R909445195;477;7.078400;67.141100;A;C;0.82996800
R902004761;477;7.086300;67.165100;A;C;0.82996800
R902191350;477;7.094200;67.189100;A;C;0.82996800
R902191351;474;7.102100;67.212900;A;C;0.82996800
R902258325;474;7.110000;67.236700;A;C;0.82996800
R909433834;474;7.117900;67.260500;A;C;0.82996800
R902080908;474;7.125800;67.284300;A;C;0.82996800
R902209566;474;7.133700;67.308100;A;C;0.82996800
R902192668;474;7.141600;67.331900;A;C;0.82996800
R902007711;474;7.149500;67.355700;A;X;0.82996800
R909921896;474;7.157400;67.379500;A;C;0.82996800
R909156675;472;7.165300;67.403200;A;C;0.82996800
R909921774;471;7.173200;67.426900;A;C;0.82996800
R902078448;471;7.181100;67.450600;A;C;0.82996800
