"ARTIKELNR";"Haeufigkeit";"kum_anteil_SKU";"kum_anteil_OL";"ABC_Klasse";"vorherige_ABC_Klasse"
R902105664;73;30.95922;91.91760;B;C
R902295165;73;30.96816;91.92128;B;C
R902279890;73;30.97710;91.92496;B;C
R902229563;73;30.98604;91.92864;B;C
R902253278;72;30.99498;91.93227;B;C
R902081472;72;31.00392;91.93590;B;X
R913046390;72;31.01286;91.93953;B;C
R909921873;72;31.02180;91.94316;B;C
R902603559;72;31.03074;91.94679;B;C
R909445988;72;31.03968;91.95042;B;C
R909443708;72;31.04862;91.95405;B;C
R902121931;72;31.05756;91.95768;B;C
R909449325;72;31.06650;91.96131;B;C
R902049607;72;31.07544;91.96494;B;C
R902012892;72;31.08438;91.96857;B;X
R909153268;72;31.09332;91.97220;B;C
R902071245;72;31.10226;91.97583;B;X
R902601930;72;31.11120;91.97946;B;C
R902050739;72;31.12014;91.98309;B;C
R902062105;72;31.12908;91.98672;B;C
R909430100;72;31.13802;91.99035;B;C
R902090867;72;31.14696;91.99398;B;C
R902042342;72;31.15590;91.99761;B;X
R902273086;72;31.16484;92.00124;B;C
R902035273;72;31.17378;92.00487;B;C
R909444914;72;31.18272;92.00850;B;C
R909449779;72;31.19166;92.01213;B;C
R902603686;72;31.20060;92.01576;B;C
R902161732;72;31.20954;92.01939;B;X
R902603136;72;31.21848;92.02302;B;C
R909087248;72;31.22742;92.02665;B;C
R902120257;72;31.23636;92.03028;B;C
R902127869;72;31.24530;92.03391;B;C
R909922088;72;31.25424;92.03754;B;C
R902132380;72;31.26318;92.04117;B;C
R902192249;72;31.27212;92.04480;B;C
R902081389;72;31.28106;92.04843;B;C
R902105248;72;31.29000;92.05206;B;C
R902108930;72;31.29894;92.05569;B;C
R902182587;72;31.30788;92.05932;B;C
R902158815;72;31.31682;92.06295;B;C
R902600009;72;31.32576;92.06658;B;C
R911342821;72;31.33470;92.07021;B;C
R913045157;72;31.34364;92.07384;B;C
R909083726;72;31.35258;92.07747;B;C
R902270012;72;31.36152;92.08110;B;C
R909075975;72;31.37046;92.08473;B;C
R909083530;72;31.37940;92.08836;B;C
"0510725103";72;31.38834;92.09199;B;C
R902279132;72;31.39728;92.09562;B;C
R902269331;72;31.40622;92.09925;B;C
R902269318;72;31.41516;92.10288;B;C
R909650650;72;31.42410;92.10651;B;C
R902191146;72;31.43304;92.11014;B;X
R901545959;72;31.44198;92.11377;B;C
R902146550;72;31.45092;92.11740;B;B
R902114239;72;31.45986;92.12103;B;C
R902603243;72;31.46880;92.12466;B;C
R902246715;72;31.47774;92.12829;B;C
R909086180;72;31.48668;92.13192;B;C
R902086818;72;31.49562;92.13555;B;C
R909439391;72;31.50456;92.13918;B;C
R902204114;72;31.51350;92.14281;B;C
R902025490;72;31.52244;92.14644;B;C
R910938084;72;31.53138;92.15007;B;C
R902088569;72;31.54032;92.15370;B;C
R902127844;72;31.54926;92.15733;B;C
R909417025;72;31.55820;92.16096;B;C
R902101482;72;31.56714;92.16459;B;C
R902010473;72;31.57608;92.16822;B;C
R902042254;72;31.58502;92.17185;B;C
R902136792;72;31.59396;92.17548;B;C
R902182524;72;31.60290;92.17911;B;C
R902602267;72;31.61184;92.18274;B;C
R902018949;72;31.62078;92.18637;B;C
R902015430;72;31.62972;92.19000;B;C
R902074018;72;31.63866;92.19363;B;X
R909921813;72;31.64760;92.19726;B;C
R902212565;72;31.65654;92.20089;B;C
R902191456;71;31.66548;92.20447;B;C
R902283204;71;31.67442;92.20805;B;C
R902008069;71;31.68336;92.21163;B;C
R902075234;71;31.69230;92.21521;B;C
R902305146;71;31.70124;92.21879;B;C
R902131495;71;31.71018;92.22237;B;C
R902287370;70;31.71912;92.22590;B;C
R902260728;70;31.72806;92.22943;B;C
R902126675;70;31.73700;92.23296;B;X
R902972191;70;31.74594;92.23649;B;C
R902400525;70;31.75488;92.24002;B;X
R909921982;70;31.76382;92.24355;B;A
R909651204;70;31.77276;92.24708;B;C
R902031676;70;31.78170;92.25061;B;X
R902216100;70;31.79064;92.25414;B;X
R902273630;70;31.79958;92.25767;B;C
R909432909;70;31.80852;92.26120;B;X
R902025568;70;31.81746;92.26473;B;C
R902118625;70;31.82640;92.26826;B;C
R902229566;70;31.83534;92.27179;B;X
R902162404;70;31.84428;92.27532;B;C
R902278198;70;31.85322;92.27885;B;C
R902222988;70;31.86216;92.28238;B;X
R909440195;70;31.87110;92.28591;B;C
R902272957;70;31.88004;92.28944;B;C
R902182648;69;31.88898;92.29292;B;C
R902047693;69;31.89792;92.29640;B;C
R902045130;69;31.90686;92.29988;B;C
R909651537;69;31.91580;92.30336;B;C
R902240830;69;31.92474;92.30684;B;C
R909921563;69;31.93368;92.31032;B;C
R902197058;69;31.94262;92.31380;B;C
R902031863;69;31.95156;92.31728;B;C
R902042026;69;31.96050;92.32076;B;C
R902004621;69;31.96944;92.32424;B;C
R902603907;69;31.97838;92.32772;B;C
R909921760;69;31.98732;92.33120;B;C
R909083835;69;31.99626;92.33468;B;C
R909831514;69;32.00520;92.33816;B;C
R909421307;69;32.01414;92.34164;B;C
R902246814;69;32.02308;92.34512;B;C
R909445555;69;32.03202;92.34860;B;C
R902182599;69;32.04096;92.35208;B;C
R902224333;69;32.04990;92.35556;B;C
R902042025;69;32.05884;92.35904;B;C
R909651176;69;32.06778;92.36252;B;C
R913051688;69;32.07672;92.36600;B;C
R902603447;69;32.08566;92.36948;B;C
R902069182;69;32.09460;92.37296;B;C
R902228576;69;32.10354;92.37644;B;C
R902260583;69;32.11248;92.37992;B;C
R902151772;69;32.12142;92.38340;B;C
R902043084;69;32.13036;92.38688;B;C
R902066227;69;32.13930;92.39036;B;C
R902025365;69;32.14824;92.39384;B;C
R902241513;69;32.15718;92.39732;B;C
R902191248;69;32.16612;92.40080;B;C
R902269393;69;32.17506;92.40428;B;C
R902279569;69;32.18400;92.40776;B;C
R902016404;69;32.19294;92.41124;B;C
R902195228;69;32.20188;92.41472;B;C
R902000535;69;32.21082;92.41820;B;C
R902042663;69;32.21976;92.42168;B;C
R902050928;69;32.22870;92.42516;B;C
"2916010113";69;32.23764;92.42864;B;C
R902203581;69;32.24658;92.43212;B;C
R909084444;69;32.25552;92.43560;B;C
R902083447;69;32.26446;92.43908;B;C
R902052962;69;32.27340;92.44256;B;C
R902224015;69;32.28234;92.44604;B;C
R902071193;69;32.29128;92.44952;B;C
R902039281;69;32.30022;92.45300;B;C
R902074501;69;32.30916;92.45648;B;C
R902213222;69;32.31810;92.45996;B;C
R909432994;69;32.32704;92.46344;B;C
R902162871;69;32.33598;92.46692;B;C
R902087036;69;32.34492;92.47040;B;C
R902083990;69;32.35386;92.47388;B;C
R902603844;69;32.36280;92.47736;B;C
R902601766;69;32.37174;92.48084;B;C
R902021909;69;32.38068;92.48432;B;C
R902241026;69;32.38962;92.48780;B;C
R902121493;69;32.39856;92.49128;B;C
R902042253;69;32.40750;92.49476;B;C
R902154742;69;32.41644;92.49824;B;C
R909083196;68;32.42538;92.50167;B;C
R902290180;68;32.43432;92.50510;B;C
R902279787;68;32.44326;92.50853;B;C
R902028842;68;32.45220;92.51196;B;X
R902291336;68;32.46114;92.51539;B;C
R902094192;68;32.47008;92.51882;B;C
R909157351;68;32.47902;92.52225;B;X
"0510525072";68;32.48796;92.52568;B;C
R902079393;68;32.49690;92.52911;B;C
R909440771;68;32.50584;92.53254;B;C
R902162383;68;32.51478;92.53597;B;X
R902087969;68;32.52372;92.53940;B;B
R902290110;68;32.53266;92.54283;B;C
R902117358;68;32.54160;92.54626;B;X
R902013706;68;32.55054;92.54969;B;C
R909831568;68;32.55948;92.55312;B;C
R902070354;67;32.56842;92.55650;B;C
R902136069;67;32.57736;92.55988;B;C
R902042027;67;32.58630;92.56326;B;C
R902272884;67;32.59524;92.56664;B;C
R902020440;66;32.60418;92.56997;B;C
R909921725;66;32.61312;92.57330;B;C
R902113819;66;32.62206;92.57663;B;C
R913009379;66;32.63100;92.57996;B;X
R902283002;66;32.63994;92.58329;B;C
R909443626;66;32.64888;92.58662;B;C
R902203744;66;32.65782;92.58995;B;C
R902168368;66;32.66676;92.59328;B;C
R909430103;66;32.67570;92.59661;B;C
R902127986;66;32.68464;92.59994;B;C
R909922151;66;32.69358;92.60327;B;C
R902239151;66;32.70252;92.60660;B;C
R902649950;66;32.71146;92.60993;B;C
R902276004;66;32.72040;92.61326;B;C
R909421308;66;32.72934;92.61659;B;C
R902087179;66;32.73828;92.61992;B;C
R902038835;66;32.74722;92.62325;B;C
R909830783;66;32.75616;92.62658;B;C
R909921952;66;32.76510;92.62991;B;C
R902087674;66;32.77404;92.63324;B;C
R902037851;66;32.78298;92.63657;B;C
R902273029;66;32.79192;92.63990;B;C
R902124911;66;32.80086;92.64323;B;C
R902226994;66;32.80980;92.64656;B;C
R909421305;66;32.81874;92.64989;B;C
R902603771;66;32.82768;92.65322;B;C
R909650140;66;32.83662;92.65655;B;C
R902161588;66;32.84556;92.65988;B;C
R902603432;66;32.85450;92.66321;B;C
R909083138;66;32.86344;92.66654;B;C
R909445016;66;32.87238;92.66987;B;C
R902191304;66;32.88132;92.67320;B;C
R902210069;66;32.89026;92.67653;B;C
R902254688;66;32.89920;92.67986;B;C
R909432101;66;32.90814;92.68319;B;C
R902248523;66;32.91708;92.68652;B;C
R902272793;66;32.92602;92.68985;B;C
R909921339;66;32.93496;92.69318;B;C
R902090992;66;32.94390;92.69651;B;C
R902600652;66;32.95284;92.69984;B;X
R902077539;66;32.96178;92.70317;B;C
R909086264;66;32.97072;92.70650;B;C
"0510425041";66;32.97966;92.70983;B;C
R902019624;66;32.98860;92.71316;B;C
R902020379;66;32.99754;92.71649;B;X
R902021484;66;33.00648;92.71982;B;C
R902138283;66;33.01542;92.72315;B;X
R902303555;66;33.02436;92.72648;B;C
R902196605;66;33.03330;92.72981;B;C
R902103947;66;33.04224;92.73314;B;C
R902257088;66;33.05118;92.73647;B;C
R909650834;66;33.06012;92.73980;B;C
R909921435;66;33.06906;92.74313;B;C
R902033579;66;33.07800;92.74646;B;C
R902239376;66;33.08694;92.74979;B;C
R909417959;66;33.09588;92.75312;B;C
R902276023;66;33.10482;92.75645;B;C
R902059026;66;33.11376;92.75978;B;X
R902603195;66;33.12270;92.76311;B;C
R902584205;66;33.13164;92.76644;B;C
R902167321;66;33.14058;92.76977;B;C
R909087997;66;33.14952;92.77310;B;C
R902260729;66;33.15846;92.77643;B;C
R909921594;66;33.16740;92.77976;B;C
R902273015;66;33.17634;92.78309;B;C
R909085567;66;33.18528;92.78642;B;C
R902094193;66;33.19422;92.78975;B;X
R909921874;66;33.20316;92.79308;B;C
R902153906;66;33.21210;92.79641;B;C
R902236402;66;33.22104;92.79974;B;C
R909152496;66;33.22998;92.80307;B;C
R902077807;65;33.23892;92.80635;B;C
R909083788;65;33.24786;92.80963;B;C
R902276016;65;33.25680;92.81291;B;C
R913007638;65;33.26574;92.81619;B;C
R902222842;64;33.27468;92.81942;B;X
R902121137;64;33.28362;92.82265;B;X
R902304505;64;33.29256;92.82588;B;C
R902110319;64;33.30150;92.82911;B;C
R909831070;64;33.31044;92.83234;B;C
R902105565;64;33.31938;92.83557;B;X
R902602014;64;33.32832;92.83880;B;C
R902126513;64;33.33726;92.84203;B;C
R902272787;64;33.34620;92.84526;B;C
R902136266;64;33.35514;92.84849;B;C
R902110457;64;33.36408;92.85172;B;X
R902132172;64;33.37302;92.85495;B;B
R902291058;64;33.38196;92.85818;B;C
R902449428;64;33.39090;92.86141;B;X
R910934166;64;33.39984;92.86464;B;X
R902062128;64;33.40878;92.86787;B;X
R909449076;64;33.41772;92.87110;B;C
R902061414;64;33.42666;92.87433;B;C
R902281672;64;33.43560;92.87756;B;C
R909086994;64;33.44454;92.88079;B;C
R902089435;64;33.45348;92.88402;B;X
R902272880;64;33.46242;92.88725;B;C
R909087018;64;33.47136;92.89048;B;C
R902287548;64;33.48030;92.89371;B;C
R909651604;63;33.48924;92.89689;B;C
R902042717;63;33.49818;92.90007;B;C
R909831089;63;33.50712;92.90325;B;C
R902119563;63;33.51606;92.90643;B;C
R909921492;63;33.52500;92.90961;B;C
R902071631;63;33.53394;92.91279;B;C
R909921845;63;33.54288;92.91597;B;C
R909921439;63;33.55182;92.91915;B;C
R902060654;63;33.56076;92.92233;B;C
R913058651;63;33.56970;92.92551;B;C
R902004241;63;33.57864;92.92869;B;C
R902124342;63;33.58758;92.93187;B;C
R902190721;63;33.59652;92.93505;B;C
R902100981;63;33.60546;92.93823;B;C
R909153918;63;33.61440;92.94141;B;C
R902278437;63;33.62334;92.94459;B;C
R913005474;63;33.63228;92.94777;B;C
R909443625;63;33.64122;92.95095;B;C
R909831230;63;33.65016;92.95413;B;B
R902154987;63;33.65910;92.95731;B;C
R902013168;63;33.66804;92.96049;B;C
R909404505;63;33.67698;92.96367;B;C
R909083002;63;33.68592;92.96685;B;C
R909154498;63;33.69486;92.97003;B;C
R909650535;63;33.70380;92.97321;B;C
R902139675;63;33.71274;92.97639;B;C
R902103658;63;33.72168;92.97957;B;C
R909242061;63;33.73062;92.98275;B;C
R902085115;63;33.73956;92.98593;B;C
R902110211;63;33.74850;92.98911;B;C
R902272617;63;33.75744;92.99229;B;C
R909650132;63;33.76638;92.99547;B;C
R909445423;63;33.77532;92.99865;B;C
R902191245;63;33.78426;93.00183;B;C
R902105437;63;33.79320;93.00501;B;C
R902219593;63;33.80214;93.00819;B;C
R909440107;63;33.81108;93.01137;B;C
R902041510;63;33.82002;93.01455;B;C
R902235612;63;33.82896;93.01773;B;C
R902559443;63;33.83790;93.02091;B;C
R902228941;63;33.84684;93.02409;B;C
R909444268;63;33.85578;93.02727;B;C
R902081380;63;33.86472;93.03045;B;C
R902036531;63;33.87366;93.03363;B;C
R902273678;63;33.88260;93.03681;B;C
R909157977;63;33.89154;93.03999;B;C
R902182666;63;33.90048;93.04317;B;C
R902121814;63;33.90942;93.04635;B;C
R902603320;63;33.91836;93.04953;B;C
R902205440;63;33.92730;93.05271;B;C
R909085488;63;33.93624;93.05589;B;C
R902273016;63;33.94518;93.05907;B;C
R909650374;63;33.95412;93.06225;B;C
R902182540;63;33.96306;93.06543;B;C
R909157403;63;33.97200;93.06861;B;C
R902601919;63;33.98094;93.07179;B;C
R909444260;63;33.98988;93.07497;B;C
R913051065;63;33.99882;93.07815;B;C
R909156962;63;34.00776;93.08133;B;C
R909242824;63;34.01670;93.08451;B;C
R909921493;63;34.02564;93.08769;B;C
R902002122;63;34.03458;93.09087;B;C
R902207722;63;34.04352;93.09405;B;C
R902273414;63;34.05246;93.09723;B;C
R902603575;63;34.06140;93.10041;B;C
R902211257;63;34.07034;93.10359;B;C
R909083348;63;34.07928;93.10677;B;C
R902244004;63;34.08822;93.10995;B;C
R909440876;63;34.09716;93.11313;B;C
R902191383;63;34.10610;93.11631;B;C
R902287265;63;34.11504;93.11949;B;C
R902209734;63;34.12398;93.12267;B;C
R902094075;63;34.13292;93.12585;B;C
R902222919;63;34.14186;93.12903;B;C
R902167323;63;34.15080;93.13221;B;C
R902256780;63;34.15974;93.13539;B;C
R902053223;63;34.16868;93.13857;B;C
R902270160;63;34.17762;93.14175;B;C
R909086183;63;34.18656;93.14493;B;C
R902603623;63;34.19550;93.14811;B;C
R909651864;63;34.20444;93.15129;B;C
R902004049;63;34.21338;93.15447;B;C
R902007260;62;34.22232;93.15760;B;C
R902276045;62;34.23126;93.16073;B;C
R902062175;62;34.24020;93.16386;B;X
R902078193;62;34.24914;93.16699;B;C
R902249075;62;34.25808;93.17012;B;C
R909651109;62;34.26702;93.17325;B;X
R902293006;62;34.27596;93.17638;B;C
R902283820;62;34.28490;93.17951;B;C
R902105572;62;34.29384;93.18264;B;B
R902289402;62;34.30278;93.18577;B;C
R902283208;62;34.31172;93.18890;B;C
R902270102;62;34.32066;93.19203;B;C
R902272386;62;34.32960;93.19516;B;C
R902229610;62;34.33854;93.19829;B;X
R902273026;62;34.34748;93.20142;B;C
R902273045;62;34.35642;93.20455;B;C
R909921877;62;34.36536;93.20768;B;C
R902075222;62;34.37430;93.21081;B;X
R902077791;62;34.38324;93.21394;B;X
R902139570;61;34.39218;93.21702;B;C
R909443725;61;34.40112;93.22010;B;C
R902027318;61;34.41006;93.22318;B;C
R902138974;61;34.41900;93.22626;B;C
R902287264;60;34.42794;93.22928;B;C
R902121164;60;34.43688;93.23230;B;C
R909242767;60;34.44582;93.23532;B;C
R902085573;60;34.45476;93.23834;B;C
R902276343;60;34.46370;93.24136;B;C
R909444293;60;34.47264;93.24438;B;C
R909443934;60;34.48158;93.24740;B;C
R902124341;60;34.49052;93.25042;B;C
R909445742;60;34.49946;93.25344;B;C
R902208287;60;34.50840;93.25646;B;C
R902602268;60;34.51734;93.25948;B;C
R902118528;60;34.52628;93.26250;B;C
R902400879;60;34.53522;93.26552;B;C
R902105741;60;34.54416;93.26854;B;C
R902272803;60;34.55310;93.27156;B;C
R902000694;60;34.56204;93.27458;B;X
R902280220;60;34.57098;93.27760;B;C
R902118648;60;34.57992;93.28062;B;C
R909443459;60;34.58886;93.28364;B;C
R909403866;60;34.59780;93.28666;B;C
R902066199;60;34.60674;93.28968;B;C
R902162814;60;34.61568;93.29270;B;C
R902195033;60;34.62462;93.29572;B;C
R909445424;60;34.63356;93.29874;B;C
R902602672;60;34.64250;93.30176;B;C
R902105247;60;34.65144;93.30478;B;C
R909921593;60;34.66038;93.30780;B;C
R902237839;60;34.66932;93.31082;B;C
R902403814;60;34.67826;93.31384;B;A
R909431990;60;34.68720;93.31686;B;C
R902004050;60;34.69614;93.31988;B;C
R902600650;60;34.70508;93.32290;B;C
R902276392;60;34.71402;93.32592;B;C
R902162879;60;34.72296;93.32894;B;C
R909449950;60;34.73190;93.33196;B;C
R902213866;60;34.74084;93.33498;B;C
R902041508;60;34.74978;93.33800;B;C
R902118837;60;34.75872;93.34102;B;C
R902068779;60;34.76766;93.34404;B;C
R909087959;60;34.77660;93.34706;B;C
R913032697;60;34.78554;93.35008;B;C
R909442586;60;34.79448;93.35310;B;C
R909421303;60;34.80342;93.35612;B;C
R902077797;60;34.81236;93.35914;B;C
R902070025;60;34.82130;93.36216;B;C
R902400707;60;34.83024;93.36518;B;C
R902602203;60;34.83918;93.36820;B;C
R902248522;60;34.84812;93.37122;B;C
R902191151;60;34.85706;93.37424;B;C
R902120559;60;34.86600;93.37726;B;C
R902276007;60;34.87494;93.38028;B;C
R909444167;60;34.88388;93.38330;B;C
R902068165;60;34.89282;93.38632;B;C
R913005579;60;34.90176;93.38934;B;C
R902207739;60;34.91070;93.39236;B;C
R917013493;60;34.91964;93.39538;B;C
R902601537;60;34.92858;93.39840;B;C
R913016882;60;34.93752;93.40142;B;C
R909150108;60;34.94646;93.40444;B;C
R902276497;60;34.95540;93.40746;B;C
R902195159;60;34.96434;93.41048;B;C
R909151810;60;34.97328;93.41350;B;C
R902087826;60;34.98222;93.41652;B;X
R902551322;60;34.99116;93.41954;B;C
R910593168;60;35.00010;93.42256;B;C
R909425834;60;35.00904;93.42558;B;C
R909430145;60;35.01798;93.42860;B;C
R909449778;60;35.02692;93.43162;B;C
R909083737;60;35.03586;93.43464;B;C
R909426540;60;35.04480;93.43766;B;C
R909444065;60;35.05374;93.44068;B;C
R909436611;60;35.06268;93.44370;B;C
R902229604;60;35.07162;93.44672;B;C
R902070532;60;35.08056;93.44974;B;C
R902260559;60;35.08950;93.45276;B;C
R902258197;60;35.09844;93.45578;B;C
R909439122;60;35.10738;93.45880;B;X
R902053390;60;35.11632;93.46182;B;C
R902603870;60;35.12526;93.46484;B;C
R902157452;60;35.13420;93.46786;B;C
R902600251;60;35.14314;93.47088;B;C
R909831597;59;35.15208;93.47385;B;C
R902188484;59;35.16102;93.47682;B;C
R902087180;58;35.16996;93.47974;B;X
R902006063;58;35.17890;93.48266;B;X
R902272368;58;35.18784;93.48558;B;C
R902186458;58;35.19678;93.48850;B;C
R902273093;58;35.20572;93.49142;B;C
R902035981;58;35.21466;93.49434;B;X
R902283353;58;35.22360;93.49726;B;C
R902099415;58;35.23254;93.50018;B;X
R902277521;58;35.24148;93.50310;B;C
R902260948;58;35.25042;93.50602;B;C
R902096715;58;35.25936;93.50894;B;C
R902237833;58;35.26830;93.51186;B;B
R902086455;58;35.27724;93.51478;B;C
R902235555;58;35.28618;93.51770;B;X
R902291136;58;35.29512;93.52062;B;C
R902280216;58;35.30406;93.52354;B;C
R902260560;58;35.31300;93.52646;B;C
R902289493;58;35.32194;93.52938;B;C
R902248728;57;35.33088;93.53225;B;C
R909651202;57;35.33982;93.53512;B;C
R902201071;57;35.34876;93.53799;B;C
R902119477;57;35.35770;93.54086;B;C
R909436459;57;35.36664;93.54373;B;C
R909083797;57;35.37558;93.54660;B;C
R909443435;57;35.38452;93.54947;B;C
R909419102;57;35.39346;93.55234;B;C
R902221933;57;35.40240;93.55521;B;C
R909426989;57;35.41134;93.55808;B;C
R909443278;57;35.42028;93.56095;B;C
R902256773;57;35.42922;93.56382;B;C
R902114112;57;35.43816;93.56669;B;C
R909650102;57;35.44710;93.56956;B;C
R902191309;57;35.45604;93.57243;B;C
R902203695;57;35.46498;93.57530;B;C
R902138314;57;35.47392;93.57817;B;C
R902191058;57;35.48286;93.58104;B;C
R902273717;57;35.49180;93.58391;B;C
R913016375;57;35.50074;93.58678;B;C
R909443891;57;35.50968;93.58965;B;C
R909921579;57;35.51862;93.59252;B;C
R909432439;57;35.52756;93.59539;B;C
R902049801;57;35.53650;93.59826;B;C
R909650332;57;35.54544;93.60113;B;C
R902262035;57;35.55438;93.60400;B;C
R902103189;57;35.56332;93.60687;B;C
R909154732;57;35.57226;93.60974;B;C
R902603561;57;35.58120;93.61261;B;C
R909651194;57;35.59014;93.61548;B;C
R909416720;57;35.59908;93.61835;B;C
R909650838;57;35.60802;93.62122;B;C
R902120466;57;35.61696;93.62409;B;C
R902279273;57;35.62590;93.62696;B;C
R902215891;57;35.63484;93.62983;B;C
R909150082;57;35.64378;93.63270;B;C
R909651394;57;35.65272;93.63557;B;C
R902129274;57;35.66166;93.63844;B;C
R909157726;57;35.67060;93.64131;B;C
R902276186;57;35.67954;93.64418;B;C
R909444261;57;35.68848;93.64705;B;C
R902158902;57;35.69742;93.64992;B;C
R909410091;57;35.70636;93.65279;B;C
R902002812;57;35.71530;93.65566;B;C
R909426285;57;35.72424;93.65853;B;C
R902213298;57;35.73318;93.66140;B;C
R902235585;57;35.74212;93.66427;B;C
R902008588;57;35.75106;93.66714;B;C
R902114105;57;35.76000;93.67001;B;C
R913043800;57;35.76894;93.67288;B;C
R902203957;57;35.77788;93.67575;B;C
R902236662;57;35.78682;93.67862;B;C
R909921657;57;35.79576;93.68149;B;C
R913009678;57;35.80470;93.68436;B;C
R902138279;57;35.81364;93.68723;B;C
R902248612;57;35.82258;93.69010;B;C
R902236661;57;35.83152;93.69297;B;C
R902224683;57;35.84046;93.69584;B;C
R902250022;57;35.84940;93.69871;B;C
R902195089;57;35.85834;93.70158;B;C
R902226750;57;35.86728;93.70445;B;C
R902126527;57;35.87622;93.70732;B;C
R902183029;57;35.88516;93.71019;B;C
R909921846;57;35.89410;93.71306;B;C
R902080216;57;35.90304;93.71593;B;C
R902013254;57;35.91198;93.71880;B;C
R909428643;57;35.92092;93.72167;B;C
R902039795;57;35.92986;93.72454;B;C
R902121923;57;35.93880;93.72741;B;C
R902129023;57;35.94774;93.73028;B;C
R902127804;57;35.95668;93.73315;B;C
R902256772;57;35.96562;93.73602;B;C
R902080117;57;35.97456;93.73889;B;C
R902046706;57;35.98350;93.74176;B;C
R902600274;57;35.99244;93.74463;B;C
R909921050;57;36.00138;93.74750;B;C
R902601678;57;36.01032;93.75037;B;C
R902089979;57;36.01926;93.75324;B;C
R909831747;57;36.02820;93.75611;B;C
R909444182;57;36.03714;93.75898;B;C
R902031314;57;36.04608;93.76185;B;C
R902235546;56;36.05502;93.76467;B;X
R902291200;56;36.06396;93.76749;B;C
R902278195;56;36.07290;93.77031;B;C
R902025535;56;36.08184;93.77313;B;C
R902276035;56;36.09078;93.77595;B;C
R902276058;56;36.09972;93.77877;B;C
R902279168;56;36.10866;93.78159;B;C
R902269018;56;36.11760;93.78441;B;C
R902046653;56;36.12654;93.78723;B;C
R902554923;56;36.13548;93.79005;B;C
R902014188;56;36.14442;93.79287;B;X
R902162402;56;36.15336;93.79569;B;C
R902290410;56;36.16230;93.79851;B;C
