"ARTIKELNR";"Haeufigkeit";"kum_anteil_SKU";"kum_anteil_OL";"ABC_Klasse";"vorherige_ABC_Klasse"
R902024632;3;100.53924;99.85963;C;C
R902086827;3;100.54818;99.85978;C;C
R902048363;3;100.55712;99.85993;C;C
R902043403;3;100.56606;99.86008;C;C
R909419066;3;100.57500;99.86023;C;C
R902128700;3;100.58394;99.86038;C;C
R902603498;3;100.59288;99.86053;C;C
R902115760;3;100.60182;99.86068;C;C
R902201163;3;100.61076;99.86083;C;C
R902273050;3;100.61970;99.86098;C;C
R902014640;3;100.62864;99.86113;C;C
R902272175;3;100.63758;99.86128;C;C
R902075504;3;100.64652;99.86143;C;C
R909435141;3;100.65546;99.86158;C;C
R902104689;3;100.66440;99.86173;C;C
R902182651;3;100.67334;99.86188;C;C
R902165127;3;100.68228;99.86203;C;C
R902030343;3;100.69122;99.86218;C;C
R902269326;3;100.70016;99.86233;C;C
R902279098;3;100.70910;99.86248;C;C
R902068220;3;100.71804;99.86263;C;C
R902117770;3;100.72698;99.86278;C;C
R909078295;3;100.73592;99.86293;C;C
R902258007;3;100.74486;99.86308;C;C
R902124955;3;100.75380;99.86323;C;C
R902278462;3;100.76274;99.86338;C;C
R909073652;3;100.77168;99.86353;C;C
R909405867;3;100.78062;99.86368;C;C
R902119598;3;100.78956;99.86383;C;C
R902007148;3;100.79850;99.86398;C;C
R902080805;3;100.80744;99.86413;C;C
R902291242;3;100.81638;99.86428;C;C
R902014457;3;100.82532;99.86443;C;C
R909417650;3;100.83426;99.86458;C;C
R909153103;3;100.84320;99.86473;C;C
R902222858;3;100.85214;99.86488;C;C
R902189367;3;100.86108;99.86503;C;C
R909830058;3;100.87002;99.86518;C;C
R902254633;3;100.87896;99.86533;C;C
R909409228;3;100.88790;99.86548;C;C
R902105818;3;100.89684;99.86563;C;C
R902188029;3;100.90578;99.86578;C;C
R902212540;3;100.91472;99.86593;C;C
R902602591;3;100.92366;99.86608;C;C
R909418839;3;100.93260;99.86623;C;C
R902017064;3;100.94154;99.86638;C;C
R902602553;3;100.95048;99.86653;C;C
R909831599;3;100.95942;99.86668;C;C
R909426488;3;100.96836;99.86683;C;C
R902213394;3;100.97730;99.86698;C;C
R902191118;3;100.98624;99.86713;C;C
R902281118;3;100.99518;99.86728;C;C
R902065638;3;101.00412;99.86743;C;C
R909443868;3;101.01306;99.86758;C;C
R902102582;3;101.02200;99.86773;C;C
R902099088;3;101.03094;99.86788;C;C
R909439033;3;101.03988;99.86803;C;C
R902096237;3;101.04882;99.86818;C;C
R909446702;3;101.05776;99.86833;C;C
R902028222;3;101.06670;99.86848;C;C
R909156997;3;101.07564;99.86863;C;C
R902251419;3;101.08458;99.86878;C;C
R909436733;3;101.09352;99.86893;C;C
R902028802;3;101.10246;99.86908;C;C
R902210925;3;101.11140;99.86923;C;C
R902034730;3;101.12034;99.86938;C;C
R909156113;3;101.12928;99.86953;C;C
R902118641;3;101.13822;99.86968;C;C
R902194081;3;101.14716;99.86983;C;C
R902182555;3;101.15610;99.86998;C;C
R902096234;3;101.16504;99.87013;C;C
R902601847;3;101.17398;99.87028;C;C
R909424752;3;101.18292;99.87043;C;C
R909079971;3;101.19186;99.87058;C;C
R902248934;3;101.20080;99.87073;C;C
R902074908;3;101.20974;99.87088;C;C
R902089985;3;101.21868;99.87103;C;C
R902276066;3;101.22762;99.87118;C;C
R909009685;3;101.23656;99.87133;C;C
R902127820;3;101.24550;99.87148;C;C
R909154017;3;101.25444;99.87163;C;C
R902603676;3;101.26338;99.87178;C;C
R902252471;3;101.27232;99.87193;C;C
R902105304;3;101.28126;99.87208;C;C
R902253289;3;101.29020;99.87223;C;C
R902277924;3;101.29914;99.87238;C;C
R902106500;3;101.30808;99.87253;C;C
R902253284;3;101.31702;99.87268;C;C
R909444332;3;101.32596;99.87283;C;C
R909435241;3;101.33490;99.87298;C;C
R902254645;3;101.34384;99.87313;C;C
R902162935;3;101.35278;99.87328;C;C
R902025098;3;101.36172;99.87343;C;C
R909445438;3;101.37066;99.87358;C;C
R902019620;3;101.37960;99.87373;C;C
R902025229;3;101.38854;99.87388;C;C
R902222502;3;101.39748;99.87403;C;C
R909243453;3;101.40642;99.87418;C;C
R902206880;3;101.41536;99.87433;C;C
R902126937;3;101.42430;99.87448;C;C
R902033641;3;101.43324;99.87463;C;C
R902237920;3;101.44218;99.87478;C;C
R902100653;3;101.45112;99.87493;C;C
R902043978;3;101.46006;99.87508;C;C
R902302853;3;101.46900;99.87523;C;C
R902287266;3;101.47794;99.87538;C;C
R909416982;3;101.48688;99.87553;C;C
R902100149;3;101.49582;99.87568;C;C
R902601354;3;101.50476;99.87583;C;C
R909832148;3;101.51370;99.87598;C;C
R902039793;3;101.52264;99.87613;C;C
R902033447;3;101.53158;99.87628;C;C
R902216086;3;101.54052;99.87643;C;C
R909921543;3;101.54946;99.87658;C;C
R901526366;3;101.55840;99.87673;C;C
R902036959;3;101.56734;99.87688;C;C
R902206863;3;101.57628;99.87703;C;C
R902254717;3;101.58522;99.87718;C;C
R902105118;3;101.59416;99.87733;C;C
R902162984;3;101.60310;99.87748;C;C
R902278293;3;101.61204;99.87763;C;C
R902241038;3;101.62098;99.87778;C;C
R902124769;3;101.62992;99.87793;C;C
R902244350;3;101.63886;99.87808;C;C
R902201381;3;101.64780;99.87823;C;C
R910105015;3;101.65674;99.87838;C;A
R902239368;3;101.66568;99.87853;C;C
R902037257;3;101.67462;99.87868;C;C
R909081535;3;101.68356;99.87883;C;C
R909415207;3;101.69250;99.87898;C;C
R909434677;3;101.70144;99.87913;C;C
R902119602;3;101.71038;99.87928;C;C
R909439364;3;101.71932;99.87943;C;C
R902071371;3;101.72826;99.87958;C;C
R902206962;3;101.73720;99.87973;C;C
R902273980;3;101.74614;99.87988;C;C
R902152979;3;101.75508;99.88003;C;C
R902030502;3;101.76402;99.88018;C;C
R913046388;3;101.77296;99.88033;C;C
R902282117;3;101.78190;99.88048;C;C
R909083100;3;101.79084;99.88063;C;C
R902105755;3;101.79978;99.88078;C;C
R909439348;3;101.80872;99.88093;C;C
R902139412;3;101.81766;99.88108;C;C
R902202061;3;101.82660;99.88123;C;C
R902113502;3;101.83554;99.88138;C;C
R909429592;3;101.84448;99.88153;C;C
R902119838;3;101.85342;99.88168;C;C
R902202354;3;101.86236;99.88183;C;C
R909445986;3;101.87130;99.88198;C;C
R902244125;3;101.88024;99.88213;C;C
R902115436;3;101.88918;99.88228;C;C
R909157201;3;101.89812;99.88243;C;C
R909921972;3;101.90706;99.88258;C;C
R902251481;3;101.91600;99.88273;C;C
R909443288;3;101.92494;99.88288;C;C
R902040840;3;101.93388;99.88303;C;C
R902115649;3;101.94282;99.88318;C;C
R909087233;3;101.95176;99.88333;C;C
R902146640;3;101.96070;99.88348;C;C
R902024669;3;101.96964;99.88363;C;C
R902205087;3;101.97858;99.88378;C;C
R913068734;3;101.98752;99.88393;C;C
R902196705;3;101.99646;99.88408;C;C
R902563839;3;102.00540;99.88423;C;C
R902238083;3;102.01434;99.88438;C;C
R909444149;3;102.02328;99.88453;C;C
R902042136;3;102.03222;99.88468;C;C
R902236817;3;102.04116;99.88483;C;C
R902236904;3;102.05010;99.88498;C;C
R909414031;3;102.05904;99.88513;C;C
R902184277;3;102.06798;99.88528;C;C
R909432506;3;102.07692;99.88543;C;C
R902117576;3;102.08586;99.88558;C;C
R902236625;3;102.09480;99.88573;C;C
R909431507;3;102.10374;99.88588;C;C
R902201373;3;102.11268;99.88603;C;C
R902139410;3;102.12162;99.88618;C;C
R902600600;3;102.13056;99.88633;C;C
R902242727;3;102.13950;99.88648;C;C
R902188258;3;102.14844;99.88663;C;C
R902032507;3;102.15738;99.88678;C;C
R909087152;3;102.16632;99.88693;C;C
R902222506;3;102.17526;99.88708;C;C
R902007252;3;102.18420;99.88723;C;C
R902254526;3;102.19314;99.88738;C;C
R909421003;3;102.20208;99.88753;C;C
R909080214;3;102.21102;99.88768;C;C
R902096618;3;102.21996;99.88783;C;C
R909083517;3;102.22890;99.88798;C;C
R902299145;3;102.23784;99.88813;C;C
R902120762;3;102.24678;99.88828;C;C
R902105533;3;102.25572;99.88843;C;C
R909650675;3;102.26466;99.88858;C;C
R909651053;3;102.27360;99.88873;C;C
R909439543;3;102.28254;99.88888;C;C
R909831600;3;102.29148;99.88903;C;C
R909432434;3;102.30042;99.88918;C;C
R902028456;3;102.30936;99.88933;C;C
R902200081;3;102.31830;99.88948;C;C
R902254440;3;102.32724;99.88963;C;C
R902205353;3;102.33618;99.88978;C;C
R902236801;3;102.34512;99.88993;C;C
R909150670;3;102.35406;99.89008;C;C
R902040440;3;102.36300;99.89023;C;C
R909416191;3;102.37194;99.89038;C;C
R902018771;3;102.38088;99.89053;C;C
R902060025;3;102.38982;99.89068;C;C
R902036393;3;102.39876;99.89083;C;C
R902256774;3;102.40770;99.89098;C;C
R902024702;3;102.41664;99.89113;C;C
R902066253;3;102.42558;99.89128;C;C
R902120258;3;102.43452;99.89143;C;C
R902168249;3;102.44346;99.89158;C;C
R902228844;3;102.45240;99.89173;C;C
R902114131;3;102.46134;99.89188;C;C
R902065602;3;102.47028;99.89203;C;C
R909435662;3;102.47922;99.89218;C;C
R902200318;3;102.48816;99.89233;C;C
R909830187;3;102.49710;99.89248;C;C
R902052353;3;102.50604;99.89263;C;C
R909062904;3;102.51498;99.89278;C;C
R902052913;3;102.52392;99.89293;C;C
R902121830;3;102.53286;99.89308;C;C
R909157091;3;102.54180;99.89323;C;C
R909074491;3;102.55074;99.89338;C;C
R902054800;3;102.55968;99.89353;C;C
R902153862;3;102.56862;99.89368;C;C
R902126753;3;102.57756;99.89383;C;C
R909426732;3;102.58650;99.89398;C;C
R909425758;3;102.59544;99.89413;C;C
R902212518;3;102.60438;99.89428;C;C
R909830070;3;102.61332;99.89443;C;C
R909430461;3;102.62226;99.89458;C;C
R902306786;3;102.63120;99.89473;C;C
R902235589;3;102.64014;99.89488;C;C
R902011852;3;102.64908;99.89503;C;C
R902033442;3;102.65802;99.89518;C;C
R909650821;3;102.66696;99.89533;C;C
R902073975;3;102.67590;99.89548;C;C
R909439323;3;102.68484;99.89563;C;C
R909439722;3;102.69378;99.89578;C;C
R902290108;3;102.70272;99.89593;C;C
R909156458;3;102.71166;99.89608;C;C
R909401842;3;102.72060;99.89623;C;C
R909436154;3;102.72954;99.89638;C;C
R902119596;3;102.73848;99.89653;C;C
R909412570;3;102.74742;99.89668;C;C
R909408590;3;102.75636;99.89683;C;C
R909080185;3;102.76530;99.89698;C;C
R909651291;3;102.77424;99.89713;C;C
R902108715;3;102.78318;99.89728;C;C
R902077104;3;102.79212;99.89743;C;C
R909436065;3;102.80106;99.89758;C;C
R909439343;3;102.81000;99.89773;C;C
R909154378;3;102.81894;99.89788;C;C
R902291709;3;102.82788;99.89803;C;C
R909424457;3;102.83682;99.89818;C;C
R902121736;3;102.84576;99.89833;C;C
R902066830;3;102.85470;99.89848;C;C
R902084832;3;102.86364;99.89863;C;C
R902202497;3;102.87258;99.89878;C;C
R902222737;3;102.88152;99.89893;C;C
R902244349;3;102.89046;99.89908;C;C
R902136935;3;102.89940;99.89923;C;C
R909154360;3;102.90834;99.89938;C;C
R902156440;3;102.91728;99.89953;C;C
R902283811;3;102.92622;99.89968;C;C
R902088254;3;102.93516;99.89983;C;C
R902276034;3;102.94410;99.89998;C;C
R909449691;3;102.95304;99.90013;C;C
R902235796;3;102.96198;99.90028;C;C
R902073618;3;102.97092;99.90043;C;C
R902603790;3;102.97986;99.90058;C;C
R909921811;3;102.98880;99.90073;C;C
R909422769;3;102.99774;99.90088;C;C
R909650773;3;103.00668;99.90103;C;C
R909416344;3;103.01562;99.90118;C;C
R909651317;3;103.02456;99.90133;C;C
R909083315;3;103.03350;99.90148;C;C
R902028808;3;103.04244;99.90163;C;C
R902062131;3;103.05138;99.90178;C;C
R909651114;3;103.06032;99.90193;C;C
R902257161;3;103.06926;99.90208;C;C
R909651779;3;103.07820;99.90223;C;C
R909085474;3;103.08714;99.90238;C;C
R909243486;3;103.09608;99.90253;C;C
R902107287;3;103.10502;99.90268;C;C
R902048729;3;103.11396;99.90283;C;C
R902249275;3;103.12290;99.90298;C;C
R909060943;3;103.13184;99.90313;C;C
R909426175;3;103.14078;99.90328;C;C
R909431342;3;103.14972;99.90343;C;C
R902201253;3;103.15866;99.90358;C;C
R909083144;3;103.16760;99.90373;C;C
R909444402;3;103.17654;99.90388;C;C
R902601300;3;103.18548;99.90403;C;C
R902601249;3;103.19442;99.90418;C;C
R909445301;3;103.20336;99.90433;C;C
R902192725;3;103.21230;99.90448;C;C
R902308535;3;103.22124;99.90463;C;C
R902007001;3;103.23018;99.90478;C;C
R909435423;3;103.23912;99.90493;C;C
R902062140;3;103.24806;99.90508;C;C
R902003365;3;103.25700;99.90523;C;C
R902235604;3;103.26594;99.90538;C;C
R902136905;3;103.27488;99.90553;C;C
R909445453;3;103.28382;99.90568;C;C
R909083356;3;103.29276;99.90583;C;C
R909242867;3;103.30170;99.90598;C;C
R909417171;3;103.31064;99.90613;C;C
R909085836;3;103.31958;99.90628;C;C
R902108899;3;103.32852;99.90643;C;C
R909430462;3;103.33746;99.90658;C;C
R909443429;3;103.34640;99.90673;C;C
R909831214;3;103.35534;99.90688;C;C
R902243334;3;103.36428;99.90703;C;C
R909830386;3;103.37322;99.90718;C;C
R902241045;3;103.38216;99.90733;C;C
R909408209;3;103.39110;99.90748;C;C
R902101930;3;103.40004;99.90763;C;C
R902229876;3;103.40898;99.90778;C;C
R902081418;3;103.41792;99.90793;C;C
R909157084;3;103.42686;99.90808;C;C
R902075437;3;103.43580;99.90823;C;C
R902042193;3;103.44474;99.90838;C;C
R902207551;3;103.45368;99.90853;C;C
R902102508;3;103.46262;99.90868;C;C
R902273976;3;103.47156;99.90883;C;C
R902260672;3;103.48050;99.90898;C;C
R909435845;3;103.48944;99.90913;C;C
R902118461;3;103.49838;99.90928;C;C
R901388116;3;103.50732;99.90943;C;C
R909921807;3;103.51626;99.90958;C;C
R902063775;3;103.52520;99.90973;C;C
R902192829;3;103.53414;99.90988;C;C
R909432287;3;103.54308;99.91003;C;C
R909431243;3;103.55202;99.91018;C;C
R902115562;3;103.56096;99.91033;C;C
R909445245;3;103.56990;99.91048;C;C
R909416999;3;103.57884;99.91063;C;C
R902603220;3;103.58778;99.91078;C;C
R909436579;3;103.59672;99.91093;C;C
R902016545;3;103.60566;99.91108;C;C
R909445687;3;103.61460;99.91123;C;C
R902236792;3;103.62354;99.91138;C;C
R909084587;3;103.63248;99.91153;C;C
R909436962;3;103.64142;99.91168;C;C
R902203529;3;103.65036;99.91183;C;C
R928055252;3;103.65930;99.91198;C;C
R909440873;3;103.66824;99.91213;C;C
R909413178;3;103.67718;99.91228;C;C
R902279103;3;103.68612;99.91243;C;C
R902028809;3;103.69506;99.91258;C;C
R902603488;3;103.70400;99.91273;C;C
R909086678;3;103.71294;99.91288;C;C
R902600337;3;103.72188;99.91303;C;C
R902210817;3;103.73082;99.91318;C;C
R902235601;3;103.73976;99.91333;C;C
R902247996;3;103.74870;99.91348;C;C
R902250027;3;103.75764;99.91363;C;C
R909077329;3;103.76658;99.91378;C;C
R909424090;3;103.77552;99.91393;C;C
R902206594;3;103.78446;99.91408;C;C
R902138246;3;103.79340;99.91423;C;C
R909414046;3;103.80234;99.91438;C;C
R909651839;3;103.81128;99.91453;C;C
R909416877;3;103.82022;99.91468;C;C
R902299458;3;103.82916;99.91483;C;C
R909426066;3;103.83810;99.91498;C;C
R909436840;3;103.84704;99.91513;C;C
R902602857;3;103.85598;99.91528;C;C
R902016558;3;103.86492;99.91543;C;C
R909444554;3;103.87386;99.91558;C;C
R909242346;3;103.88280;99.91573;C;C
R902281057;2;103.89174;99.91583;C;C
R902011588;2;103.90068;99.91593;C;C
R909416254;2;103.90962;99.91603;C;X
R902249173;2;103.91856;99.91613;C;C
R902292751;2;103.92750;99.91623;C;C
R902249331;2;103.93644;99.91633;C;C
R902260966;2;103.94538;99.91643;C;C
R902603028;2;103.95432;99.91653;C;C
R902194883;2;103.96326;99.91663;C;X
R902032738;2;103.97220;99.91673;C;C
R902161731;2;103.98114;99.91683;C;X
R902302702;2;103.99008;99.91693;C;C
R902249039;2;103.99902;99.91703;C;C
R902130717;2;104.00796;99.91713;C;B
R909424454;2;104.01690;99.91723;C;X
R902086293;2;104.02584;99.91733;C;C
R902305232;2;104.03478;99.91743;C;C
R902579315;2;104.04372;99.91753;C;C
R902272471;2;104.05266;99.91763;C;C
R902281919;2;104.06160;99.91773;C;C
R902153614;2;104.07054;99.91783;C;C
R902189061;2;104.07948;99.91793;C;C
R902075336;2;104.08842;99.91803;C;C
R902276172;2;104.09736;99.91813;C;C
R902004099;2;104.10630;99.91823;C;C
R902592171;2;104.11524;99.91833;C;C
R902283714;2;104.12418;99.91843;C;C
R902293971;2;104.13312;99.91853;C;C
R902071229;2;104.14206;99.91863;C;X
R902737511;2;104.15100;99.91873;C;X
R902246459;2;104.15994;99.91883;C;C
R902590135;2;104.16888;99.91893;C;C
R902231835;2;104.17782;99.91903;C;C
R902433579;2;104.18676;99.91913;C;X
R902290254;2;104.19570;99.91923;C;C
R902088200;2;104.20464;99.91933;C;C
R902201204;2;104.21358;99.91943;C;X
R902244345;2;104.22252;99.91953;C;X
R902115932;2;104.23146;99.91963;C;C
R902045212;2;104.24040;99.91973;C;X
R909444039;2;104.24934;99.91983;C;X
R902161607;2;104.25828;99.91993;C;C
R902017471;2;104.26722;99.92003;C;X
R902303643;2;104.27616;99.92013;C;C
R902121576;2;104.28510;99.92023;C;C
R902106682;2;104.29404;99.92033;C;C
R909242837;2;104.30298;99.92043;C;X
R902115693;2;104.31192;99.92053;C;C
R902593735;2;104.32086;99.92063;C;C
R909240539;2;104.32980;99.92073;C;X
R902224271;2;104.33874;99.92083;C;X
R928006862;2;104.34768;99.92093;C;C
R902167070;2;104.35662;99.92103;C;C
R902239450;2;104.36556;99.92113;C;C
R902200573;2;104.37450;99.92123;C;X
R902152852;2;104.38344;99.92133;C;X
R911413731;2;104.39238;99.92143;C;C
R909449383;2;104.40132;99.92153;C;C
R902306774;2;104.41026;99.92163;C;C
R909072387;2;104.41920;99.92173;C;X
R902308522;2;104.42814;99.92183;C;C
R902277829;2;104.43708;99.92193;C;C
R902126876;2;104.44602;99.92203;C;X
R902224355;2;104.45496;99.92213;C;X
R902006271;2;104.46390;99.92223;C;X
R902241036;2;104.47284;99.92233;C;C
R902277715;2;104.48178;99.92243;C;C
R902276202;2;104.49072;99.92253;C;C
R902042345;2;104.49966;99.92263;C;X
R902035876;2;104.50860;99.92273;C;C
R902438305;2;104.51754;99.92283;C;C
R902235591;2;104.52648;99.92293;C;C
R902281766;2;104.53542;99.92303;C;C
R902273052;2;104.54436;99.92313;C;C
R909400082;2;104.55330;99.92323;C;X
R902272168;2;104.56224;99.92333;C;C
R902578569;2;104.57118;99.92343;C;C
R902273063;2;104.58012;99.92353;C;C
R902146564;2;104.58906;99.92363;C;C
R909009043;2;104.59800;99.92373;C;X
R902198929;2;104.60694;99.92383;C;X
R902273069;2;104.61588;99.92393;C;C
R910105015;2;104.62482;99.92403;C;C
R909079965;2;104.63376;99.92413;C;X
R902070780;2;104.64270;99.92423;C;C
R902117585;2;104.65164;99.92433;C;X
R902114335;2;104.66058;99.92443;C;B
R909410552;2;104.66952;99.92453;C;C
R902037329;2;104.67846;99.92463;C;A
R902089516;2;104.68740;99.92473;C;C
R902025894;2;104.69634;99.92483;C;C
R902192602;2;104.70528;99.92493;C;X
R902299745;2;104.71422;99.92503;C;C
R902574250;2;104.72316;99.92513;C;C
R902249302;2;104.73210;99.92523;C;C
R909419566;2;104.74104;99.92533;C;X
R902592173;2;104.74998;99.92543;C;C
R902592172;2;104.75892;99.92553;C;C
R909069123;2;104.76786;99.92563;C;C
R902162913;2;104.77680;99.92573;C;C
R902028721;2;104.78574;99.92583;C;C
R902096410;2;104.79468;99.92593;C;C
R902039666;2;104.80362;99.92603;C;X
R909063918;2;104.81256;99.92613;C;X
R902080225;2;104.82150;99.92623;C;X
R902203574;2;104.83044;99.92633;C;C
R902118744;2;104.83938;99.92643;C;B
R902033957;2;104.84832;99.92653;C;X
R902231951;2;104.85726;99.92663;C;C
R902057278;2;104.86620;99.92673;C;C
R909009150;2;104.87514;99.92683;C;C
R902295295;2;104.88408;99.92693;C;C
R909079494;2;104.89302;99.92703;C;X
R902279071;2;104.90196;99.92713;C;C
R910993663;2;104.91090;99.92723;C;X
R902137496;2;104.91984;99.92733;C;C
R902302969;2;104.92878;99.92743;C;C
R902205023;2;104.93772;99.92753;C;X
R902279950;2;104.94666;99.92763;C;C
R902235537;2;104.95560;99.92773;C;X
R909240674;2;104.96454;99.92783;C;X
R902295447;2;104.97348;99.92793;C;C
R909651590;2;104.98242;99.92803;C;X
R917014748;2;104.99136;99.92813;C;C
R902460157;2;105.00030;99.92823;C;X
R902289154;2;105.00924;99.92833;C;C
R902228729;2;105.01818;99.92843;C;X
R902279119;2;105.02712;99.92853;C;C
R902134690;2;105.03606;99.92863;C;C
R902117757;2;105.04500;99.92873;C;X
R902295141;2;105.05394;99.92883;C;C
R902281381;2;105.06288;99.92893;C;C
R902254834;2;105.07182;99.92903;C;C
R910720224;2;105.08076;99.92913;C;C
R902213296;2;105.08970;99.92923;C;C
R909084426;2;105.09864;99.92933;C;X
R902278435;2;105.10758;99.92943;C;C
R902221612;2;105.11652;99.92953;C;C
R902249314;2;105.12546;99.92963;C;C
R902200162;2;105.13440;99.92973;C;C
R902290249;2;105.14334;99.92983;C;C
R902299859;2;105.15228;99.92993;C;C
R909443478;2;105.16122;99.93003;C;X
R961003394;2;105.17016;99.93013;C;X
R909416471;2;105.17910;99.93023;C;X
R902261921;2;105.18804;99.93033;C;C
R902119610;2;105.19698;99.93043;C;C
R902288792;2;105.20592;99.93053;C;C
R902276046;2;105.21486;99.93063;C;C
R909242498;2;105.22380;99.93073;C;X
R909431005;2;105.23274;99.93083;C;C
R909401769;2;105.24168;99.93093;C;X
R902299758;2;105.25062;99.93103;C;C
R902272139;2;105.25956;99.93113;C;C
R902282116;2;105.26850;99.93123;C;C
R902167070;2;105.27744;99.93133;C;X
R902289415;2;105.28638;99.93143;C;C
R902253200;2;105.29532;99.93153;C;C
R902042312;2;105.30426;99.93163;C;X
R902277668;2;105.31320;99.93173;C;C
R902306788;2;105.32214;99.93183;C;C
R902592170;2;105.33108;99.93193;C;C
R902010092;2;105.34002;99.93203;C;C
R902028846;2;105.34896;99.93213;C;C
R902276203;2;105.35790;99.93223;C;C
R909080422;2;105.36684;99.93233;C;C
R902065614;2;105.37578;99.93243;C;X
R902290280;2;105.38472;99.93253;C;C
R902280249;2;105.39366;99.93263;C;C
R902071480;2;105.40260;99.93273;C;X
R902231847;2;105.41154;99.93283;C;C
R902465480;2;105.42048;99.93293;C;X
R902291796;2;105.42942;99.93303;C;C
R902152588;2;105.43836;99.93313;C;X
R902235581;2;105.44730;99.93323;C;C
R911368162;2;105.45624;99.93333;C;C
R902196939;2;105.46518;99.93343;C;X
R902249270;2;105.47412;99.93353;C;C
R909922161;2;105.48306;99.93363;C;C
R902291026;2;105.49200;99.93373;C;C
R902227105;2;105.50094;99.93383;C;X
R902132262;2;105.50988;99.93393;C;X
R902035728;2;105.51882;99.93403;C;C
R902238159;2;105.52776;99.93413;C;X
R902293282;2;105.53670;99.93423;C;C
R902305447;2;105.54564;99.93433;C;C
R902273352;2;105.55458;99.93443;C;C
R902295463;2;105.56352;99.93453;C;C
R913035721;2;105.57246;99.93463;C;X
R909444008;2;105.58140;99.93473;C;C
R902433538;2;105.59034;99.93483;C;X
R902291807;2;105.59928;99.93493;C;C
R902290124;2;105.60822;99.93503;C;C
R902478537;2;105.61716;99.93513;C;X
R902249294;2;105.62610;99.93523;C;C
R902074562;2;105.63504;99.93533;C;C
R902292589;2;105.64398;99.93543;C;C
R902132926;2;105.65292;99.93553;C;X
R909650173;2;105.66186;99.93563;C;C
R902068576;2;105.67080;99.93573;C;B
R902249133;2;105.67974;99.93583;C;C
R902293346;2;105.68868;99.93593;C;C
R902222501;2;105.69762;99.93603;C;B
R902054502;2;105.70656;99.93613;C;X
R902278436;2;105.71550;99.93623;C;C
R902292986;2;105.72444;99.93633;C;C
R909921805;2;105.73338;99.93643;C;X
R902258025;2;105.74232;99.93653;C;C
R902603265;2;105.75126;99.93663;C;C
R909449921;2;105.76020;99.93673;C;C
R902042340;2;105.76914;99.93683;C;C
R902192814;2;105.77808;99.93693;C;X
R902065991;2;105.78702;99.93703;C;X
R909409994;2;105.79596;99.93713;C;X
R909445149;2;105.80490;99.93723;C;A
R909412362;2;105.81384;99.93733;C;X
R909426554;2;105.82278;99.93743;C;X
R902283626;2;105.83172;99.93753;C;C
R902060058;2;105.84066;99.93763;C;C
R902273516;2;105.84960;99.93773;C;C
R909435679;2;105.85854;99.93783;C;X
R902290302;2;105.86748;99.93793;C;C
R902012140;2;105.87642;99.93803;C;C
R902016273;2;105.88536;99.93813;C;C
R902047873;2;105.89430;99.93823;C;C
R909241791;2;105.90324;99.93833;C;X
R902077949;2;105.91218;99.93843;C;C
R902021755;2;105.92112;99.93853;C;X
R902021745;2;105.93006;99.93863;C;C
R911427509;2;105.93900;99.93873;C;C
R909080213;2;105.94794;99.93883;C;X
R902216405;2;105.95688;99.93893;C;X
R902118872;2;105.96582;99.93903;C;X
R909651243;2;105.97476;99.93913;C;X
R902117778;2;105.98370;99.93923;C;C
R902035856;2;105.99264;99.93933;C;X
R902302395;2;106.00158;99.93943;C;C
R902202405;2;106.01052;99.93953;C;C
R909445582;2;106.01946;99.93963;C;X
R902213380;2;106.02840;99.93973;C;C
R901423977;2;106.03734;99.93983;C;C
R902017305;2;106.04628;99.93993;C;C
R902290292;2;106.05522;99.94003;C;C
R902291802;2;106.06416;99.94013;C;C
R902201009;2;106.07310;99.94023;C;X
R902016547;2;106.08204;99.94033;C;C
R902280405;2;106.09098;99.94043;C;C
R902168007;2;106.09992;99.94053;C;C
R902048153;2;106.10886;99.94063;C;X
R902302769;2;106.11780;99.94073;C;C
R928005962;2;106.12674;99.94083;C;C
R902249296;2;106.13568;99.94093;C;C
R909444670;2;106.14462;99.94103;C;C
R902087233;2;106.15356;99.94113;C;C
R902213087;2;106.16250;99.94123;C;X
R902010631;2;106.17144;99.94133;C;A
R902253023;2;106.18038;99.94143;C;C
R902134856;2;106.18932;99.94153;C;X
R902130550;2;106.19826;99.94163;C;X
R902167124;2;106.20720;99.94173;C;X
R902293106;2;106.21614;99.94183;C;C
R902221658;2;106.22508;99.94193;C;C
R902192595;2;106.23402;99.94203;C;X
R902045097;2;106.24296;99.94213;C;X
R902201314;2;106.25190;99.94223;C;X
R902210903;2;106.26084;99.94233;C;C
R902596600;2;106.26978;99.94243;C;C
R902288877;2;106.27872;99.94253;C;C
R902082013;2;106.28766;99.94263;C;C
R902016273;2;106.29660;99.94273;C;X
R902132149;2;106.30554;99.94283;C;C
R902596518;2;106.31448;99.94293;C;C
R902287382;2;106.32342;99.94303;C;C
R902306670;2;106.33236;99.94313;C;C
R902407070;2;106.34130;99.94323;C;C
R902008020;2;106.35024;99.94333;C;C
R902272147;2;106.35918;99.94343;C;C
R909425003;2;106.36812;99.94353;C;C
R928006143;2;106.37706;99.94363;C;C
R902287492;2;106.38600;99.94373;C;C
R902593577;2;106.39494;99.94383;C;C
R902251286;2;106.40388;99.94393;C;C
R902029418;2;106.41282;99.94403;C;C
R902290141;2;106.42176;99.94413;C;C
R902008006;2;106.43070;99.94423;C;C
R928037972;2;106.43964;99.94433;C;C
R902276385;2;106.44858;99.94443;C;C
R909060118;2;106.45752;99.94453;C;C
